tenure,TotalCharges,SeniorCitizen,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Electronic check,OnlineSecurity_Yes,PaperlessBilling,Churn
3,89.05,0,0,0,0,1,0,0,1,0
7,516.15,0,0,0,0,0,0,1,0,0
59,5861.75,0,0,1,1,0,0,0,1,0
7,445.95,0,0,0,0,0,0,0,0,0
71,4973.4,0,0,1,0,0,0,1,1,0
15,1667.25,0,1,0,1,0,1,1,0,0
71,5357.75,0,0,1,0,0,0,1,0,0
35,3527.6,0,0,0,1,0,1,0,1,1
11,422.6,0,1,0,0,0,0,0,1,0
60,1103.25,0,0,1,0,1,0,0,1,0
47,2754.0,1,0,1,0,0,0,0,0,0
11,697.25,0,1,0,0,0,0,0,0,0
56,5614.45,0,1,0,1,0,0,0,0,1
28,3204.4,1,0,0,1,0,1,0,1,0
61,4747.65,0,0,1,0,0,0,1,1,0
31,3082.1,0,1,0,1,0,0,1,0,0
9,597.9,0,0,0,1,0,1,0,1,0
35,3365.4,1,0,0,1,0,1,1,1,0
2,38.8,0,0,0,0,1,0,0,1,0
12,233.55,0,0,0,0,1,0,0,0,1
1,75.3,0,0,0,1,0,0,1,0,1
4,346.2,1,0,0,1,0,1,0,1,1
1,19.0,0,0,0,0,1,0,0,1,0
3,61.7,0,0,0,0,1,0,0,1,0
1,85.7,1,0,0,1,0,1,0,1,1
52,3342.45,0,0,1,0,0,0,1,1,0
5,85.1,0,1,0,0,1,0,0,0,0
72,7422.1,0,0,1,1,0,1,1,1,0
71,6668.05,0,0,1,0,0,1,1,0,0
72,8071.05,0,0,1,1,0,0,1,1,0
46,1174.8,0,1,0,0,1,1,0,0,0
63,5435.0,0,0,1,0,0,0,1,0,0
30,2438.6,0,0,0,1,0,0,1,1,0
1,45.6,0,0,0,0,0,0,0,0,0
12,713.75,0,0,0,0,0,0,1,1,1
16,916.15,0,0,1,0,0,0,1,0,0
4,237.2,0,0,0,0,0,0,0,0,0
51,4614.55,0,1,0,1,0,0,0,1,0
65,1414.45,0,0,1,0,1,0,0,1,0
16,1170.5,0,0,0,1,0,0,0,1,0
2,47.7,0,1,0,0,1,0,0,0,0
66,4859.25,0,1,0,1,0,0,0,1,0
46,4903.2,0,0,1,1,0,1,0,0,0
32,3608.0,0,1,0,1,0,0,1,1,0
72,6094.25,0,0,1,0,0,0,1,0,0
38,3084.9,0,0,1,0,0,0,1,0,0
51,2356.75,0,1,0,0,0,0,0,0,0
72,8306.05,0,0,1,1,0,0,1,0,0
65,6786.4,1,0,0,1,0,0,1,0,1
9,248.95,0,0,0,0,0,1,0,1,1
9,663.05,0,0,0,0,0,0,1,0,1
66,1357.1,0,0,1,0,1,0,0,0,0
44,4860.35,1,1,0,1,0,0,1,1,0
50,3418.2,0,0,1,0,0,0,0,0,0
15,631.4,0,0,0,0,0,0,0,0,0
8,186.3,0,0,0,0,0,0,0,1,0
66,6976.75,1,1,0,1,0,0,0,1,0
57,4884.85,0,0,0,1,0,0,1,1,0
7,522.95,0,0,0,1,0,0,0,1,0
10,362.6,1,0,0,0,0,0,0,1,0
62,5755.8,0,1,0,1,0,1,1,1,0
40,3355.65,0,1,0,1,0,1,0,1,0
20,406.95,0,0,1,0,1,0,0,0,0
7,137.6,0,0,0,0,1,0,0,0,1
25,2395.7,0,0,0,1,0,1,0,1,0
23,1968.1,0,0,0,1,0,1,0,0,0
66,6819.45,1,1,0,1,0,0,0,0,0
72,7943.45,1,0,1,1,0,1,0,0,0
49,4547.25,1,0,0,1,0,0,0,0,1
43,4687.9,1,0,0,1,0,0,0,1,1
46,2473.95,0,0,0,0,0,0,1,0,0
72,6562.9,0,0,1,0,0,0,1,0,0
10,176.3,0,1,0,0,1,0,0,0,0
40,2236.2,0,1,0,0,0,0,1,1,0
65,6985.65,0,0,0,1,0,1,0,1,1
31,3109.9,0,0,1,1,0,0,0,0,0
68,4911.35,0,0,1,0,0,0,1,0,0
56,5794.65,1,1,0,1,0,0,1,1,1
10,855.3,0,0,0,1,0,1,0,1,1
68,1620.2,0,0,1,0,1,0,0,0,0
43,2499.3,0,0,0,0,0,1,0,0,1
1,89.55,0,0,0,1,0,1,0,1,1
49,4287.2,1,1,0,1,0,0,0,1,0
15,394.85,0,0,0,0,1,1,0,1,0
20,1899.65,1,0,0,1,0,1,0,1,1
1,45.7,0,0,0,0,0,0,0,1,1
50,3442.15,0,1,0,0,0,1,0,1,0
2,161.5,1,0,0,1,0,1,0,0,1
24,1732.6,1,0,0,1,0,0,0,0,0
3,222.3,0,0,0,1,0,0,0,1,1
1,74.6,0,0,0,1,0,0,0,1,1
35,655.3,0,0,1,0,1,0,0,0,0
17,475.25,0,0,0,0,1,0,0,0,0
8,164.3,1,0,0,0,1,1,0,0,1
10,865.1,0,0,0,1,0,0,0,1,0
68,6132.7,0,0,1,0,0,0,1,1,0
45,3597.5,0,1,0,0,0,0,1,0,0
2,35.9,0,1,0,0,1,0,0,0,1
37,697.65,0,0,0,0,1,0,0,0,0
4,96.05,0,0,0,0,0,0,0,1,1
10,428.7,0,0,0,0,0,0,0,0,0
1,20.05,0,0,0,0,1,0,0,0,0
65,4459.15,0,0,1,0,0,0,1,1,0
57,1167.6,0,0,1,0,1,0,0,0,0
3,238.1,0,0,0,1,0,0,0,1,0
2,145.15,0,0,0,1,0,1,0,0,1
49,1453.1,0,0,0,0,0,0,0,1,0
4,191.05,0,0,0,0,0,0,0,0,1
70,4039.3,0,0,1,0,0,0,0,0,0
53,1039.45,0,1,0,0,1,0,0,1,0
53,1336.1,0,0,1,0,1,0,0,0,0
1,75.05,0,0,0,1,0,0,0,1,1
22,493.4,0,0,0,0,1,0,0,1,0
52,2550.9,1,0,0,0,0,1,0,1,1
65,7246.15,1,0,1,1,0,1,1,1,0
48,1203.95,0,1,0,0,1,0,0,0,0
2,62.25,0,0,0,0,0,1,0,1,1
3,313.6,0,0,0,1,0,0,0,0,0
45,3775.85,0,0,0,1,0,0,0,0,0
1,80.0,0,0,0,1,0,1,0,0,1
61,4616.05,0,0,1,0,0,0,0,1,0
3,195.65,0,0,0,0,0,0,1,1,0
40,4188.4,1,1,0,1,0,0,0,1,0
1,71.1,0,0,0,1,0,0,0,0,0
1,49.9,0,0,0,0,0,1,0,1,0
51,1266.4,0,1,0,0,1,0,0,1,0
2,91.1,1,0,0,0,0,1,1,1,1
52,1623.4,0,1,0,0,0,0,0,0,0
51,4149.45,0,0,0,1,0,0,0,0,0
1,20.45,0,0,0,0,1,0,0,1,0
31,2344.5,0,1,0,0,0,0,1,1,0
47,1013.05,0,1,0,0,1,0,0,0,0
3,270.7,0,0,0,1,0,0,0,1,1
22,417.0,1,1,0,0,1,0,0,1,0
1,20.65,0,0,0,0,1,0,0,1,0
72,6316.2,0,0,1,0,0,0,0,1,0
3,168.15,0,0,0,0,0,1,0,1,1
47,4018.05,1,1,0,1,0,0,0,1,0
72,4811.6,0,0,1,0,0,0,1,1,0
66,4189.7,0,0,1,0,0,0,0,1,0
35,2848.45,0,0,0,1,0,1,0,0,0
29,2516.2,0,0,0,1,0,1,0,1,0
2,33.6,0,0,0,0,1,0,0,1,0
4,208.45,0,0,0,0,0,0,0,0,0
25,2015.35,0,0,0,1,0,0,1,1,1
65,3739.8,0,0,1,0,0,0,1,1,0
27,2964.0,1,1,0,1,0,0,0,1,0
29,2263.4,0,0,0,1,0,0,0,1,0
29,2211.8,0,0,0,0,0,0,0,0,0
1,19.55,0,0,0,0,1,0,0,0,1
20,1683.7,0,0,0,1,0,0,0,1,0
58,1519.0,0,0,1,0,1,0,0,1,0
14,1164.05,0,0,0,1,0,0,1,1,0
72,1710.9,0,0,1,0,1,0,0,0,0
46,4245.55,0,0,0,1,0,0,1,1,0
71,4145.9,0,0,1,0,0,0,0,0,0
32,2664.3,0,0,0,1,0,0,0,1,0
26,1277.5,0,0,0,0,0,0,0,1,0
68,5589.3,1,0,0,1,0,0,0,1,0
2,34.75,0,1,0,0,1,0,0,0,0
61,1305.95,0,0,1,0,1,0,0,0,0
4,381.3,0,0,0,1,0,1,0,1,1
3,141.5,0,0,0,0,0,1,0,1,1
33,3105.55,1,0,0,1,0,1,0,1,1
9,204.55,1,0,0,0,1,0,0,1,0
22,605.9,0,0,1,0,1,0,0,0,0
5,356.1,0,0,0,1,0,1,0,1,0
30,2758.15,1,0,0,1,0,0,1,0,1
65,4805.65,0,0,1,0,0,0,0,1,0
45,3941.7,0,0,0,1,0,1,0,1,1
5,92.75,0,0,0,0,1,0,0,0,0
25,1901.05,0,0,0,1,0,1,0,1,0
72,5730.7,0,0,1,1,0,0,1,0,0
27,2423.4,0,0,0,1,0,0,0,0,0
32,1653.45,0,0,0,0,0,0,0,0,0
30,3327.05,0,1,0,1,0,0,0,0,0
70,7085.5,0,0,1,1,0,0,1,0,0
42,3344.1,1,0,0,1,0,0,0,1,0
72,6697.35,1,0,1,0,0,0,1,1,0
47,2879.9,0,0,1,0,0,0,1,1,0
2,137.1,0,0,0,1,0,1,1,1,0
10,1008.55,0,0,0,1,0,1,1,0,1
61,1551.6,0,0,1,0,1,0,0,1,0
5,202.15,0,0,0,0,0,0,0,1,0
72,7882.25,1,0,1,1,0,0,0,1,0
72,8196.4,1,0,1,1,0,0,1,1,0
3,202.9,1,0,0,1,0,0,0,0,0
48,855.1,0,0,1,0,1,0,0,0,0
63,5817.0,0,1,0,1,0,0,0,1,0
27,1652.95,0,0,0,0,0,0,1,1,0
70,5600.15,0,0,1,0,0,0,1,1,0
7,515.75,0,0,0,0,0,0,1,1,0
0,0.0,0,0,1,0,1,0,0,0,0
2,190.5,0,0,0,1,0,1,1,0,0
20,1842.8,1,0,0,1,0,1,0,1,1
66,1253.8,0,0,1,0,1,0,0,0,0
3,57.2,0,0,0,0,1,0,0,0,0
15,1269.55,0,0,0,1,0,0,0,1,1
72,6563.4,0,0,1,1,0,0,1,1,0
1,20.8,0,0,0,0,1,0,0,0,0
22,1907.85,0,0,0,1,0,1,0,0,1
3,208.85,0,0,0,1,0,1,0,1,1
72,4758.8,0,0,1,0,0,0,1,0,0
65,1292.6,0,0,1,0,1,0,0,0,0
11,363.15,0,0,0,0,0,0,0,1,0
22,1600.25,0,0,0,1,0,0,0,1,0
14,275.7,0,1,0,0,1,0,0,0,0
41,3089.1,0,0,0,1,0,1,0,1,0
17,1175.6,0,1,0,0,0,0,1,0,0
11,237.3,0,0,0,0,1,0,0,1,0
15,1444.65,0,0,0,1,0,1,0,1,1
1,19.9,0,0,0,0,1,0,0,0,1
5,454.15,0,0,0,1,0,0,1,1,1
33,3036.75,0,1,0,1,0,1,0,1,1
72,8065.65,0,0,1,1,0,0,1,1,0
3,92.5,0,0,0,0,0,0,0,0,0
2,184.65,0,0,0,1,0,1,0,1,1
59,6152.3,0,1,0,1,0,0,1,1,0
2,89.5,0,0,0,0,0,1,0,0,1
71,5154.5,0,0,1,0,0,0,0,1,0
5,220.45,0,0,0,0,0,0,0,0,0
27,1510.3,0,0,0,0,0,0,1,1,0
1,52.2,0,0,0,0,0,1,0,1,1
63,2588.95,0,1,0,0,0,0,1,1,0
46,4874.8,1,1,0,1,0,1,1,1,1
72,3983.6,0,0,1,0,0,0,1,0,0
34,2003.6,0,0,0,0,0,0,1,1,0
24,1832.4,0,1,0,0,0,1,1,0,0
72,4908.25,0,0,1,0,0,0,1,0,0
60,3590.2,0,0,1,0,0,0,1,0,0
68,5023.0,0,1,0,0,0,0,1,1,0
8,146.6,0,0,1,0,1,0,0,1,0
34,2339.3,0,0,1,0,0,0,1,0,0
6,298.7,0,0,0,0,0,0,0,0,0
2,143.65,0,0,0,0,0,0,0,1,0
31,2548.65,0,1,0,1,0,0,0,0,0
20,507.4,0,0,0,0,1,0,0,1,0
1,20.0,0,0,0,0,1,1,0,0,0
62,6125.4,0,1,0,1,0,1,0,1,1
70,5411.4,1,0,1,1,0,0,0,1,0
10,1058.25,0,0,0,1,0,1,0,1,1
39,903.8,0,0,1,0,1,0,0,1,0
46,3009.5,0,0,1,0,0,0,0,1,0
6,489.45,0,0,0,1,0,1,0,1,1
72,5468.45,0,0,1,0,0,0,0,1,0
18,1058.1,0,0,0,0,0,0,0,0,0
71,7616.0,0,0,1,1,0,0,1,1,0
40,4113.1,0,0,0,1,0,1,0,1,1
1,69.55,0,0,0,1,0,1,0,1,1
58,6017.65,0,1,0,1,0,0,0,1,1
70,7250.15,0,0,1,1,0,0,1,1,1
42,1108.2,0,0,1,0,1,1,0,0,0
34,938.65,0,1,0,0,0,0,1,0,0
5,94.15,1,0,0,0,1,0,0,0,0
25,2088.05,0,0,0,1,0,0,0,1,0
2,178.7,0,0,0,1,0,0,0,1,1
55,5656.75,0,1,0,1,0,0,0,1,0
21,2317.1,0,0,0,1,0,1,0,1,1
70,5986.45,0,0,1,1,0,0,1,1,0
61,6751.35,0,0,0,1,0,1,0,1,0
43,3566.6,0,0,1,0,0,0,1,1,0
47,4889.3,0,1,0,1,0,1,0,1,0
5,318.1,0,0,0,0,0,0,0,1,0
62,1563.95,0,0,1,0,1,0,0,1,0
16,1430.25,0,0,0,1,0,0,0,1,1
7,644.35,1,0,0,1,0,0,0,1,1
14,372.45,0,0,0,0,1,0,0,0,0
60,5453.4,0,1,0,1,0,1,0,0,1
34,1442.6,0,0,0,0,0,1,0,1,0
50,5610.7,0,1,0,1,0,1,1,0,1
38,963.95,0,0,1,0,1,0,0,0,0
70,5222.3,0,1,0,0,0,0,1,0,0
37,3340.55,0,0,0,1,0,1,0,1,0
4,292.8,1,0,0,1,0,1,0,1,1
60,5774.55,1,0,0,1,0,1,1,1,0
62,4487.3,0,1,0,0,0,0,1,0,0
1,44.4,0,0,0,0,0,0,0,0,1
36,2854.95,0,0,0,0,0,0,1,1,0
44,905.55,0,0,1,0,1,0,0,0,0
55,5509.3,1,1,0,1,0,1,0,1,1
72,7589.8,0,0,1,1,0,0,1,1,0
12,229.6,0,1,0,0,1,0,0,0,1
13,394.1,0,0,0,0,0,0,1,1,0
1,89.9,0,0,0,1,0,1,0,1,1
15,295.95,0,1,0,0,1,0,0,0,0
65,5459.2,0,0,1,0,0,0,1,1,0
12,444.75,0,1,0,0,0,0,1,0,0
72,6782.15,0,0,1,0,0,0,1,1,0
72,6510.45,0,0,1,0,0,0,1,0,0
72,8476.5,0,0,1,1,0,0,1,1,0
52,4461.85,0,0,1,0,0,0,1,1,0
2,62.0,0,0,0,0,1,0,0,0,0
5,352.65,0,0,0,0,0,1,1,1,0
68,1424.9,0,0,1,0,1,0,0,0,0
62,6413.65,0,1,0,1,0,1,0,1,1
72,6309.65,0,0,1,0,0,0,1,0,0
1,50.8,0,0,0,0,0,1,0,0,1
66,5898.6,0,1,0,1,0,1,1,0,0
72,4719.75,0,0,1,0,0,0,1,1,0
26,457.3,0,1,0,0,1,0,0,0,0
64,5822.3,0,0,1,1,0,0,1,0,0
20,1463.5,1,0,0,1,0,1,0,1,1
3,307.4,0,0,0,1,0,1,0,1,1
22,2104.55,0,0,0,1,0,0,0,1,1
4,319.15,0,0,0,1,0,0,0,1,1
62,2337.45,0,0,1,0,0,0,0,1,0
5,104.3,0,0,0,0,1,0,0,1,0
59,5084.65,0,1,0,1,0,1,0,0,1
3,121.25,0,0,1,0,1,0,0,1,0
72,7015.9,0,0,1,1,0,0,1,1,0
57,5598.0,0,1,0,1,0,0,0,1,0
66,1269.1,0,0,1,0,1,0,0,0,0
60,3027.4,0,0,0,0,0,1,0,1,1
45,4634.35,0,0,1,1,0,0,0,0,0
3,113.95,0,0,0,0,0,0,0,1,0
15,1582.75,0,0,0,1,0,1,1,0,1
51,3077.0,0,1,0,0,0,0,1,0,0
60,4039.5,0,1,0,0,0,1,1,0,0
33,1665.2,0,0,0,0,0,0,0,1,0
10,1043.3,0,0,0,1,0,1,1,1,1
26,504.2,1,1,0,0,1,0,0,0,0
6,497.55,0,0,0,1,0,1,0,0,1
67,7511.65,0,1,0,1,0,1,1,1,0
49,1782.0,0,1,0,0,0,0,1,1,0
1,20.05,0,0,0,0,1,0,0,1,0
7,609.65,1,0,0,1,0,1,0,1,0
27,2857.6,1,1,0,1,0,0,1,1,0
37,3247.55,0,1,0,1,0,0,0,0,0
63,6215.35,0,0,0,1,0,1,1,1,1
31,2823.0,0,0,0,1,0,1,1,0,0
50,5017.9,0,0,0,1,0,0,0,1,1
32,2619.25,1,0,0,1,0,0,0,1,0
1,24.6,0,0,0,0,0,1,0,0,1
63,4965.1,0,1,0,1,0,0,0,1,0
30,2679.7,0,0,0,1,0,0,1,1,0
71,8310.55,0,0,1,1,0,0,1,1,0
53,5682.25,0,0,1,1,0,1,0,0,0
12,1120.95,0,0,0,1,0,0,1,1,1
50,4914.9,0,0,0,1,0,0,1,1,0
2,27.55,0,0,0,0,1,0,0,0,0
9,923.5,0,0,0,1,0,0,0,0,1
17,1625.65,0,0,0,1,0,1,1,0,1
56,6068.65,0,1,0,1,0,0,1,1,0
67,5398.6,0,0,1,0,0,0,1,0,0
9,918.6,1,0,0,1,0,1,0,1,1
4,234.85,0,0,0,0,0,1,0,1,0
19,1231.85,0,1,0,0,0,0,0,1,0
8,170.9,0,0,0,0,1,0,0,0,0
71,7984.15,0,0,1,1,0,1,0,1,0
10,688.65,1,0,0,1,0,1,0,1,1
15,1288.3,1,0,0,1,0,0,0,0,0
72,7848.5,0,1,0,1,0,0,1,1,0
12,267.0,0,1,0,0,1,0,0,0,0
72,1798.9,0,0,1,0,1,0,0,1,0
1,73.55,1,0,0,1,0,1,0,1,1
23,1643.55,1,0,0,1,0,0,1,1,0
72,4807.45,0,0,1,0,0,0,1,1,0
26,2193.0,0,0,0,1,0,1,0,1,0
21,2239.4,0,1,0,1,0,0,0,1,0
60,1505.9,0,1,0,0,1,0,0,0,0
12,255.35,0,0,0,0,1,0,0,0,0
16,1189.4,0,0,0,1,0,1,0,1,0
63,4786.15,0,1,0,0,0,0,1,1,0
22,1820.9,1,0,0,1,0,1,1,0,0
32,2404.15,0,0,0,0,0,0,1,0,0
3,205.05,1,0,0,1,0,1,0,1,1
13,952.3,0,0,0,1,0,1,0,1,1
68,7039.45,0,0,1,1,0,0,0,1,0
30,2538.05,0,1,0,1,0,1,0,0,0
16,1212.85,0,0,0,1,0,0,0,0,0
33,2651.1,0,0,1,1,0,0,0,0,0
72,1304.8,0,0,1,0,1,0,0,0,0
4,360.1,1,0,0,1,0,1,0,1,1
12,435.45,0,1,0,0,0,0,1,1,0
4,308.05,1,0,0,1,0,1,0,1,0
0,0.0,0,0,1,0,0,0,1,0,0
6,434.5,0,0,0,1,0,1,1,1,1
65,7118.9,0,1,0,1,0,0,0,1,0
15,320.45,0,0,0,0,1,0,0,0,0
24,531.55,0,1,0,0,1,0,0,0,0
13,382.2,0,0,0,0,0,1,0,0,0
24,2001.0,0,0,0,1,0,0,0,1,0
72,4919.7,0,0,1,0,0,0,1,0,0
54,5645.8,0,0,0,1,0,0,1,1,0
3,215.8,0,0,0,1,0,0,0,0,1
4,77.6,0,0,0,0,1,0,0,1,0
32,2896.55,1,0,0,1,0,0,0,1,0
35,3395.8,1,0,0,1,0,1,0,1,1
35,759.35,0,0,1,0,1,0,0,0,0
2,85.15,1,0,0,0,0,0,0,0,1
8,535.55,0,0,0,1,0,1,0,0,0
22,1253.15,0,0,0,0,0,0,1,0,0
15,955.15,0,0,0,0,0,1,1,0,0
22,2162.6,0,0,0,1,0,1,0,1,0
1,44.7,0,0,0,0,0,0,0,0,1
71,1813.35,0,0,1,0,1,0,0,0,0
4,245.15,0,0,0,0,0,1,1,0,0
25,2028.8,0,0,0,0,0,0,1,0,0
32,2723.75,0,0,0,1,0,1,0,1,0
7,220.45,1,0,0,0,0,0,1,0,0
17,365.8,0,1,0,0,1,0,0,1,0
8,551.95,1,0,0,0,0,0,1,0,0
56,4054.2,1,0,1,0,0,0,1,0,0
1,45.7,0,0,0,0,0,0,0,1,1
8,832.35,1,0,0,1,0,0,1,0,1
7,112.3,0,0,0,0,1,1,0,0,1
3,60.65,0,0,0,0,1,0,0,0,0
71,5550.1,0,0,1,0,0,0,1,0,0
2,174.8,0,0,0,1,0,1,0,1,1
1,90.55,0,0,0,1,0,1,0,0,1
49,4733.1,0,0,0,1,0,0,1,1,0
58,4048.95,0,0,1,0,0,0,0,0,0
44,1359.7,1,0,0,0,0,1,0,1,1
59,4542.35,0,0,1,0,0,0,0,1,0
71,7532.15,0,0,1,1,0,1,1,1,1
1,69.9,0,0,0,1,0,1,0,1,1
11,888.65,0,0,0,1,0,1,0,0,0
62,6383.35,1,1,0,1,0,1,0,1,1
35,1916.0,0,1,0,0,0,0,1,1,0
20,413.0,0,0,0,0,1,0,0,1,0
40,808.95,0,0,1,0,1,0,0,0,0
39,1886.4,0,1,0,0,0,1,1,1,0
1,86.6,0,0,0,1,0,1,0,1,1
72,1679.25,0,0,1,0,1,0,0,0,0
33,2656.5,1,0,0,1,0,0,0,1,1
12,540.95,0,0,0,0,0,0,0,0,0
1,19.75,0,0,0,0,1,0,0,0,0
27,537.35,0,0,0,0,1,0,0,0,0
34,678.8,0,1,0,0,1,0,0,0,0
56,4513.65,0,0,1,1,0,0,1,0,0
58,1423.85,0,0,1,0,1,0,0,0,0
22,555.4,0,0,1,0,1,0,0,0,0
10,225.55,0,0,1,0,1,0,0,0,0
13,268.45,0,0,1,0,1,0,0,0,0
35,2917.5,0,0,0,1,0,0,0,0,1
34,2416.1,0,0,0,1,0,0,0,1,1
4,424.45,1,0,0,1,0,1,0,1,1
72,1492.1,0,0,1,0,1,0,0,0,0
2,132.4,0,0,0,0,0,1,0,0,0
7,660.9,0,0,0,1,0,1,0,1,1
27,1893.95,1,0,0,1,0,1,0,1,1
4,284.9,0,0,0,1,0,0,0,1,0
37,784.25,0,0,1,0,1,0,0,0,0
21,417.7,0,0,0,0,1,0,0,0,0
53,5016.25,1,1,0,1,0,0,0,1,0
18,1612.75,0,0,0,1,0,1,0,1,1
2,119.75,0,0,0,1,0,1,0,0,1
32,3204.65,0,0,0,1,0,0,1,1,1
23,485.2,1,1,0,0,1,1,0,1,0
3,160.85,0,0,0,0,0,0,1,1,0
71,4145.25,0,0,1,0,0,0,1,0,0
9,827.45,0,0,0,1,0,0,0,1,0
1,49.5,0,0,0,0,0,1,0,0,0
18,990.85,0,0,0,0,0,1,0,0,1
12,696.35,0,1,0,0,0,0,0,0,1
71,5585.4,0,0,1,0,0,0,1,1,0
64,1601.2,0,1,0,0,1,0,0,1,0
4,162.45,0,0,0,0,0,1,0,1,0
23,470.2,0,0,0,0,1,0,0,1,0
39,2066.0,0,0,0,0,0,0,1,0,0
28,1426.45,0,1,0,0,0,0,1,0,0
5,392.5,1,0,0,1,0,1,0,1,0
45,3861.45,1,0,0,1,0,1,0,1,0
37,2552.9,0,0,0,1,0,0,0,1,0
60,6668.35,1,0,1,1,0,0,1,1,0
8,819.4,1,0,0,1,0,1,0,1,1
47,4615.25,0,1,0,1,0,0,1,0,0
26,2070.6,0,0,0,1,0,1,0,1,1
3,273.75,1,0,0,1,0,0,1,1,1
50,3557.7,0,0,0,1,0,0,0,1,0
27,1957.1,0,0,0,0,0,0,0,0,0
8,729.95,1,0,0,1,0,1,0,1,1
62,1416.75,0,0,1,0,1,0,0,0,0
71,5924.4,0,0,1,0,0,0,1,0,0
66,1697.7,0,0,1,0,1,0,0,0,0
68,7849.85,0,0,1,1,0,0,1,1,0
13,649.4,0,0,0,0,0,1,0,0,0
56,4557.5,0,1,0,1,0,1,0,1,0
38,3013.05,0,0,0,1,0,1,1,1,1
14,1266.1,1,0,0,1,0,0,0,0,1
16,360.35,0,1,0,0,1,0,0,1,0
14,1046.5,0,0,0,1,0,1,0,0,0
32,2347.9,0,0,0,1,0,0,0,1,1
8,447.75,0,1,0,0,0,0,1,0,0
43,4209.95,0,0,0,1,0,0,0,1,0
52,3877.65,0,1,0,0,0,0,1,0,0
3,152.3,0,0,0,0,0,0,0,1,0
29,572.2,0,1,0,0,1,0,0,1,0
1,19.65,0,0,0,0,1,0,0,0,1
12,526.95,1,0,0,0,0,1,0,1,1
16,552.7,0,0,0,0,0,0,0,1,0
40,3208.65,0,1,0,0,0,0,0,1,0
5,210.75,0,0,0,0,0,1,0,0,1
40,3706.95,0,0,0,1,0,0,0,1,1
36,620.75,0,1,0,0,1,0,0,0,0
5,412.5,0,0,0,1,0,1,0,1,1
10,832.05,0,0,0,1,0,0,1,1,1
2,185.55,0,0,0,1,0,0,0,1,1
23,1943.2,0,0,0,1,0,1,0,1,1
26,505.9,0,1,0,0,1,0,0,1,0
72,8046.85,1,0,1,1,0,1,1,1,0
34,1815.3,0,0,0,0,0,0,0,0,0
10,612.95,0,0,0,0,0,0,1,0,0
14,795.15,0,1,0,0,0,0,1,0,0
23,2169.8,0,0,0,1,0,0,1,1,1
47,973.1,0,0,1,0,1,0,0,0,0
24,2210.2,0,0,0,1,0,1,1,1,0
49,4853.75,0,0,0,1,0,0,0,1,1
20,1055.9,1,1,0,0,0,0,1,0,0
2,144.55,0,0,0,1,0,0,0,0,1
2,91.1,0,0,0,0,0,0,0,1,1
22,1304.85,0,0,1,0,0,0,0,0,0
7,713.0,0,0,0,1,0,0,0,1,1
1,21.1,0,0,0,0,1,0,0,0,0
59,5580.8,0,0,0,1,0,0,0,1,0
58,1497.9,0,1,0,0,1,0,0,1,0
41,4527.45,0,0,0,1,0,0,1,1,1
59,4590.35,1,0,1,1,0,0,0,1,0
3,200.2,0,0,0,1,0,1,0,1,0
32,614.45,0,0,1,0,1,0,0,1,0
46,4564.9,1,0,0,1,0,1,0,1,0
0,0.0,0,0,1,0,1,0,0,0,0
2,171.15,0,0,0,1,0,1,0,1,1
52,1012.4,0,1,0,0,1,0,0,0,0
13,940.35,1,0,0,1,0,1,0,1,1
11,1047.7,1,0,0,1,0,0,0,0,1
32,2766.4,0,0,0,1,0,0,1,0,0
17,1622.45,1,0,0,1,0,0,0,1,1
16,1129.35,0,0,0,1,0,0,0,1,0
51,5680.9,0,1,0,1,0,0,1,0,0
29,2243.9,0,1,0,0,0,0,0,1,0
70,4523.25,0,0,1,0,0,0,1,0,0
71,7159.7,0,0,1,1,0,1,1,0,0
41,2839.95,0,1,0,0,0,0,0,0,0
1,80.55,0,0,0,1,0,1,0,1,0
7,580.1,0,0,0,0,0,0,1,0,0
25,2178.6,0,1,0,1,0,1,0,1,1
67,6038.55,0,1,0,1,0,1,1,0,0
5,259.4,0,0,0,0,0,0,0,1,0
15,324.15,0,0,0,0,1,1,0,1,0
20,417.65,0,0,0,0,1,1,0,0,0
3,168.15,0,0,0,0,0,0,0,1,1
54,5637.85,0,1,0,1,0,1,0,1,0
42,839.4,0,1,0,0,1,0,0,1,0
9,769.1,0,0,0,1,0,1,0,1,0
63,6253.0,0,0,1,1,0,0,0,0,0
69,1641.8,0,0,1,0,1,0,0,0,0
69,1678.05,0,0,1,0,1,0,0,0,0
40,2058.5,0,0,0,0,0,0,0,1,0
60,2424.5,0,0,1,0,0,0,1,0,0
4,387.2,0,0,0,1,0,0,1,1,1
71,6293.45,1,0,1,0,0,0,1,0,0
37,2839.65,0,0,0,1,0,0,0,1,1
32,3145.9,0,0,0,1,0,0,0,1,0
39,2200.7,0,0,1,0,0,0,0,1,0
38,914.4,0,1,0,0,1,1,0,1,0
52,4577.75,0,0,1,1,0,0,0,1,0
48,4997.5,0,0,0,1,0,0,1,1,0
70,4144.8,0,0,1,0,0,0,1,0,0
20,1493.55,0,0,0,1,0,0,0,0,0
50,4179.1,0,1,0,0,0,0,1,1,0
19,893.55,0,1,0,0,0,0,0,1,1
25,1611.0,0,1,0,0,0,0,1,1,0
12,593.05,0,0,0,0,0,0,0,1,0
39,4284.8,1,0,0,1,0,1,0,1,1
